question,answer
"분위기있는 시크러블리룩을 완성해줄 스모크밴딩 플라워 원피스,혼합(핑크),free,드라이, 단독세탁","  ""뮤즈 기솔이도 반한 매력템!!♬ 진주버튼 & 프릴 포인트의 잔꽃패턴 스모크밴딩 원피스-""   ♥ MD COMMENT 톤다운된 딥 컬러 계열로 제작되어 더욱 매력적인 플라워 패턴을 느낄 수 있는 분위기갑 원피스 소개해드릴게요! 기솔모델도 바로 찜콩해둔 강추 예쁨템★ 살랑살랑 러블리한 스타일은 물론 스타일링에 따라 기솔모델처럼 시크하고 트렌디한 감성까지 연출이 가능해요:) 비침 없이 부드러운 안감 처리로 별도의 이너 슬립 등을 챙겨 입을 필요가 없는 제품이랍니다♪  ♥ DETAIL TIP V넥 디자인에 깔끔한 테일러드 카라로 단정한 걸리쉬 무드를 연출하는 동시에 프릴디테일과 나팔 소매 디테일로 사랑스러움까지 뿜뿜하는 쉬폰 원피스! 은은한 광택감의진주볼버튼으로 과하지 않은 포인트를 더해주었어요. 짱짱한 와이드 허리 스모크 밴딩이 슬림한 라인을 잡아주며 적당한 기장으로 신장에 구애없이 누구에게나 어울린답니다- 안감이 프릴 위 미니 기장으로 제작되어 키가 작아도 답답해 보이지 않고 예뻐요.  버튼은 오픈클로징 하지 않아도  착용이 가능한 장식이니 참고해주세요:)  ♥ SIZE TIP FREE 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라  개인차가 있다는 점 감안해주세요:)  ★쉬폰 패브릭과 버튼 손상 방지를 위해 세탁 시 드라이 크리닝을 또는 중성세제에 단독손세탁 권장드려요. 부득이하게 세탁기 사용 시에는 반드시 세탁망에 뒤집어 넣고 울코스로 돌려주세요.  ──────────────────────── MATERIAL (혼용률) : POLYESTER 100% 두께 : 얇음 , 비침 : 없음(소매-중간) 신축 : 밴딩 , 안감 : 있음 세탁법 : 손세탁 드라이 단독세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"분위기있는 시크러블리룩을 완성해줄 스모크밴딩 플라워 원피스,혼합(화이트),free,드라이, 단독세탁","  ""뮤즈 기솔이도 반한 매력템!!♬ 진주버튼 & 프릴 포인트의 잔꽃패턴 스모크밴딩 원피스-""   ♥ MD COMMENT 톤다운된 딥 컬러 계열로 제작되어 더욱 매력적인 플라워 패턴을 느낄 수 있는 분위기갑 원피스 소개해드릴게요! 기솔모델도 바로 찜콩해둔 강추 예쁨템★ 살랑살랑 러블리한 스타일은 물론 스타일링에 따라 기솔모델처럼 시크하고 트렌디한 감성까지 연출이 가능해요:) 비침 없이 부드러운 안감 처리로 별도의 이너 슬립 등을 챙겨 입을 필요가 없는 제품이랍니다♪  ♥ DETAIL TIP V넥 디자인에 깔끔한 테일러드 카라로 단정한 걸리쉬 무드를 연출하는 동시에 프릴디테일과 나팔 소매 디테일로 사랑스러움까지 뿜뿜하는 쉬폰 원피스! 은은한 광택감의진주볼버튼으로 과하지 않은 포인트를 더해주었어요. 짱짱한 와이드 허리 스모크 밴딩이 슬림한 라인을 잡아주며 적당한 기장으로 신장에 구애없이 누구에게나 어울린답니다- 안감이 프릴 위 미니 기장으로 제작되어 키가 작아도 답답해 보이지 않고 예뻐요.  버튼은 오픈클로징 하지 않아도  착용이 가능한 장식이니 참고해주세요:)  ♥ SIZE TIP FREE 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라  개인차가 있다는 점 감안해주세요:)  ★쉬폰 패브릭과 버튼 손상 방지를 위해 세탁 시 드라이 크리닝을 또는 중성세제에 단독손세탁 권장드려요. 부득이하게 세탁기 사용 시에는 반드시 세탁망에 뒤집어 넣고 울코스로 돌려주세요.  ──────────────────────── MATERIAL (혼용률) : POLYESTER 100% 두께 : 얇음 , 비침 : 없음(소매-중간) 신축 : 밴딩 , 안감 : 있음 세탁법 : 손세탁 드라이 단독세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"스모크밴딩 플라워 원피스,혼합(블랙),free,드라이, 단독세탁","  ""뮤즈 기솔이도 반한 매력템!!♬ 진주버튼 & 프릴 포인트의 잔꽃패턴 스모크밴딩 원피스-""   ♥ MD COMMENT 톤다운된 딥 컬러 계열로 제작되어 더욱 매력적인 플라워 패턴을 느낄 수 있는 분위기갑 원피스 소개해드릴게요! 기솔모델도 바로 찜콩해둔 강추 예쁨템★ 살랑살랑 러블리한 스타일은 물론 스타일링에 따라 기솔모델처럼 시크하고 트렌디한 감성까지 연출이 가능해요:) 비침 없이 부드러운 안감 처리로 별도의 이너 슬립 등을 챙겨 입을 필요가 없는 제품이랍니다♪  ♥ DETAIL TIP V넥 디자인에 깔끔한 테일러드 카라로 단정한 걸리쉬 무드를 연출하는 동시에 프릴디테일과 나팔 소매 디테일로 사랑스러움까지 뿜뿜하는 쉬폰 원피스! 은은한 광택감의진주볼버튼으로 과하지 않은 포인트를 더해주었어요. 짱짱한 와이드 허리 스모크 밴딩이 슬림한 라인을 잡아주며 적당한 기장으로 신장에 구애없이 누구에게나 어울린답니다- 안감이 프릴 위 미니 기장으로 제작되어 키가 작아도 답답해 보이지 않고 예뻐요.  버튼은 오픈클로징 하지 않아도  착용이 가능한 장식이니 참고해주세요:)  ♥ SIZE TIP FREE 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라  개인차가 있다는 점 감안해주세요:)  ★쉬폰 패브릭과 버튼 손상 방지를 위해 세탁 시 드라이 크리닝을 또는 중성세제에 단독손세탁 권장드려요. 부득이하게 세탁기 사용 시에는 반드시 세탁망에 뒤집어 넣고 울코스로 돌려주세요.  ──────────────────────── MATERIAL (혼용률) : POLYESTER 100% 두께 : 얇음 , 비침 : 없음(소매-중간) 신축 : 밴딩 , 안감 : 있음 세탁법 : 손세탁 드라이 단독세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"스모크밴딩 플라워 원피스,혼합(레드),free,드라이, 단독세탁","  ""뮤즈 기솔이도 반한 매력템!!♬ 진주버튼 & 프릴 포인트의 잔꽃패턴 스모크밴딩 원피스-""   ♥ MD COMMENT 톤다운된 딥 컬러 계열로 제작되어 더욱 매력적인 플라워 패턴을 느낄 수 있는 분위기갑 원피스 소개해드릴게요! 기솔모델도 바로 찜콩해둔 강추 예쁨템★ 살랑살랑 러블리한 스타일은 물론 스타일링에 따라 기솔모델처럼 시크하고 트렌디한 감성까지 연출이 가능해요:) 비침 없이 부드러운 안감 처리로 별도의 이너 슬립 등을 챙겨 입을 필요가 없는 제품이랍니다♪  ♥ DETAIL TIP V넥 디자인에 깔끔한 테일러드 카라로 단정한 걸리쉬 무드를 연출하는 동시에 프릴디테일과 나팔 소매 디테일로 사랑스러움까지 뿜뿜하는 쉬폰 원피스! 은은한 광택감의진주볼버튼으로 과하지 않은 포인트를 더해주었어요. 짱짱한 와이드 허리 스모크 밴딩이 슬림한 라인을 잡아주며 적당한 기장으로 신장에 구애없이 누구에게나 어울린답니다- 안감이 프릴 위 미니 기장으로 제작되어 키가 작아도 답답해 보이지 않고 예뻐요.  버튼은 오픈클로징 하지 않아도  착용이 가능한 장식이니 참고해주세요:)  ♥ SIZE TIP FREE 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라  개인차가 있다는 점 감안해주세요:)  ★쉬폰 패브릭과 버튼 손상 방지를 위해 세탁 시 드라이 크리닝을 또는 중성세제에 단독손세탁 권장드려요. 부득이하게 세탁기 사용 시에는 반드시 세탁망에 뒤집어 넣고 울코스로 돌려주세요.  ──────────────────────── MATERIAL (혼용률) : POLYESTER 100% 두께 : 얇음 , 비침 : 없음(소매-중간) 신축 : 밴딩 , 안감 : 있음 세탁법 : 손세탁 드라이 단독세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"스모크밴딩 플라워 원피스,혼합(핑크),free,드라이, 단독세탁","  ""뮤즈 기솔이도 반한 매력템!!♬ 진주버튼 & 프릴 포인트의 잔꽃패턴 스모크밴딩 원피스-""   ♥ MD COMMENT 톤다운된 딥 컬러 계열로 제작되어 더욱 매력적인 플라워 패턴을 느낄 수 있는 분위기갑 원피스 소개해드릴게요! 기솔모델도 바로 찜콩해둔 강추 예쁨템★ 살랑살랑 러블리한 스타일은 물론 스타일링에 따라 기솔모델처럼 시크하고 트렌디한 감성까지 연출이 가능해요:) 비침 없이 부드러운 안감 처리로 별도의 이너 슬립 등을 챙겨 입을 필요가 없는 제품이랍니다♪  ♥ DETAIL TIP V넥 디자인에 깔끔한 테일러드 카라로 단정한 걸리쉬 무드를 연출하는 동시에 프릴디테일과 나팔 소매 디테일로 사랑스러움까지 뿜뿜하는 쉬폰 원피스! 은은한 광택감의진주볼버튼으로 과하지 않은 포인트를 더해주었어요. 짱짱한 와이드 허리 스모크 밴딩이 슬림한 라인을 잡아주며 적당한 기장으로 신장에 구애없이 누구에게나 어울린답니다- 안감이 프릴 위 미니 기장으로 제작되어 키가 작아도 답답해 보이지 않고 예뻐요.  버튼은 오픈클로징 하지 않아도  착용이 가능한 장식이니 참고해주세요:)  ♥ SIZE TIP FREE 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라  개인차가 있다는 점 감안해주세요:)  ★쉬폰 패브릭과 버튼 손상 방지를 위해 세탁 시 드라이 크리닝을 또는 중성세제에 단독손세탁 권장드려요. 부득이하게 세탁기 사용 시에는 반드시 세탁망에 뒤집어 넣고 울코스로 돌려주세요.  ──────────────────────── MATERIAL (혼용률) : POLYESTER 100% 두께 : 얇음 , 비침 : 없음(소매-중간) 신축 : 밴딩 , 안감 : 있음 세탁법 : 손세탁 드라이 단독세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"스모크밴딩 플라워 원피스,혼합(화이트),free,드라이, 단독세탁","  ""뮤즈 기솔이도 반한 매력템!!♬ 진주버튼 & 프릴 포인트의 잔꽃패턴 스모크밴딩 원피스-""   ♥ MD COMMENT 톤다운된 딥 컬러 계열로 제작되어 더욱 매력적인 플라워 패턴을 느낄 수 있는 분위기갑 원피스 소개해드릴게요! 기솔모델도 바로 찜콩해둔 강추 예쁨템★ 살랑살랑 러블리한 스타일은 물론 스타일링에 따라 기솔모델처럼 시크하고 트렌디한 감성까지 연출이 가능해요:) 비침 없이 부드러운 안감 처리로 별도의 이너 슬립 등을 챙겨 입을 필요가 없는 제품이랍니다♪  ♥ DETAIL TIP V넥 디자인에 깔끔한 테일러드 카라로 단정한 걸리쉬 무드를 연출하는 동시에 프릴디테일과 나팔 소매 디테일로 사랑스러움까지 뿜뿜하는 쉬폰 원피스! 은은한 광택감의진주볼버튼으로 과하지 않은 포인트를 더해주었어요. 짱짱한 와이드 허리 스모크 밴딩이 슬림한 라인을 잡아주며 적당한 기장으로 신장에 구애없이 누구에게나 어울린답니다- 안감이 프릴 위 미니 기장으로 제작되어 키가 작아도 답답해 보이지 않고 예뻐요.  버튼은 오픈클로징 하지 않아도  착용이 가능한 장식이니 참고해주세요:)  ♥ SIZE TIP FREE 사이즈로 준비되었습니다. *사이즈, 핏감은 체형에 따라  개인차가 있다는 점 감안해주세요:)  ★쉬폰 패브릭과 버튼 손상 방지를 위해 세탁 시 드라이 크리닝을 또는 중성세제에 단독손세탁 권장드려요. 부득이하게 세탁기 사용 시에는 반드시 세탁망에 뒤집어 넣고 울코스로 돌려주세요.  ──────────────────────── MATERIAL (혼용률) : POLYESTER 100% 두께 : 얇음 , 비침 : 없음(소매-중간) 신축 : 밴딩 , 안감 : 있음 세탁법 : 손세탁 드라이 단독세탁 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"단정하고 여성스럽게 입기 좋은 데일리용 린넨 혼방 배색 소매 자켓,아이보리,S,드라이, 단독세탁","  ""단정하고 깔끔하게 입기 좋은 슬림핏 린넨 함유 7부 자켓-""  ♥ MD COMMENT 단독으로는 입기 부담스럽거나 간절기 아우터를 걸쳐주면 더욱 빛나는 코디에 쉽게 걸쳐입기 좋은 린넨 자켓이에요- 은은한 체크 패턴에 배색 슬리브로 단정함과 여성스러움이 연출되는 간절기용 jk이랍니다 :-) 베이직 슬림핏으로 데일리용으로 꼬-옥 소장 하시길 추천드릴게요!  ♥ DETAIL TIP 베이직 데일리용으로 너무나도 추천드리고 싶은 체크 jk이에요! 곧 자외선이 너무 강해져서 피부는 보호 해줄수록 좋은데 이런 통기성 좋고 퀄리티 좋은 베이직 슬림핏 아우터 어디가서도 쉽게 찾으실 수 없답니다:) 배색 슬리브로 롤업해서 입으시면 더욱 스타일이 빛나요- 세련된 라인감을 위해 아주아주 슬림한 어깨패드가 부착되어있어요! 유행없이 매년 입기 좋은 베이직 슬림 린넨함유 아우터 꼬-옥 추천드릴게요~♥  ♥ SIZE TIP S 사이즈로 준비되었습니다. ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다.  ──────────────────────── MATERIAL (혼용률) : COTTON 90% + LINEN 10% 두께 :중간, 비침 : 중간 신축 : 없음 , 안감 : 없음 세탁법 : 드라이 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"단정하고 여성스럽게 입기 좋은 데일리용 린넨 혼방 배색 소매 자켓,화이트,S,드라이, 단독세탁","  ""단정하고 깔끔하게 입기 좋은 슬림핏 린넨 함유 7부 자켓-""  ♥ MD COMMENT 단독으로는 입기 부담스럽거나 간절기 아우터를 걸쳐주면 더욱 빛나는 코디에 쉽게 걸쳐입기 좋은 린넨 자켓이에요- 은은한 체크 패턴에 배색 슬리브로 단정함과 여성스러움이 연출되는 간절기용 jk이랍니다 :-) 베이직 슬림핏으로 데일리용으로 꼬-옥 소장 하시길 추천드릴게요!  ♥ DETAIL TIP 베이직 데일리용으로 너무나도 추천드리고 싶은 체크 jk이에요! 곧 자외선이 너무 강해져서 피부는 보호 해줄수록 좋은데 이런 통기성 좋고 퀄리티 좋은 베이직 슬림핏 아우터 어디가서도 쉽게 찾으실 수 없답니다:) 배색 슬리브로 롤업해서 입으시면 더욱 스타일이 빛나요- 세련된 라인감을 위해 아주아주 슬림한 어깨패드가 부착되어있어요! 유행없이 매년 입기 좋은 베이직 슬림 린넨함유 아우터 꼬-옥 추천드릴게요~♥  ♥ SIZE TIP S 사이즈로 준비되었습니다. ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다.  ──────────────────────── MATERIAL (혼용률) : COTTON 90% + LINEN 10% 두께 :중간, 비침 : 중간 신축 : 없음 , 안감 : 없음 세탁법 : 드라이 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"단정하고 여성스럽게 입기 좋은 데일리용 린넨 혼방 배색 소매 자켓,블랙,S,드라이, 단독세탁","  ""단정하고 깔끔하게 입기 좋은 슬림핏 린넨 함유 7부 자켓-""  ♥ MD COMMENT 단독으로는 입기 부담스럽거나 간절기 아우터를 걸쳐주면 더욱 빛나는 코디에 쉽게 걸쳐입기 좋은 린넨 자켓이에요- 은은한 체크 패턴에 배색 슬리브로 단정함과 여성스러움이 연출되는 간절기용 jk이랍니다 :-) 베이직 슬림핏으로 데일리용으로 꼬-옥 소장 하시길 추천드릴게요!  ♥ DETAIL TIP 베이직 데일리용으로 너무나도 추천드리고 싶은 체크 jk이에요! 곧 자외선이 너무 강해져서 피부는 보호 해줄수록 좋은데 이런 통기성 좋고 퀄리티 좋은 베이직 슬림핏 아우터 어디가서도 쉽게 찾으실 수 없답니다:) 배색 슬리브로 롤업해서 입으시면 더욱 스타일이 빛나요- 세련된 라인감을 위해 아주아주 슬림한 어깨패드가 부착되어있어요! 유행없이 매년 입기 좋은 베이직 슬림 린넨함유 아우터 꼬-옥 추천드릴게요~♥  ♥ SIZE TIP S 사이즈로 준비되었습니다. ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다.  ──────────────────────── MATERIAL (혼용률) : COTTON 90% + LINEN 10% 두께 :중간, 비침 : 중간 신축 : 없음 , 안감 : 없음 세탁법 : 드라이 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"단정하고 여성스럽게 입기 좋은 데일리용 린넨 혼방 배색 소매 자켓,그레이,S,드라이, 단독세탁","  ""단정하고 깔끔하게 입기 좋은 슬림핏 린넨 함유 7부 자켓-""  ♥ MD COMMENT 단독으로는 입기 부담스럽거나 간절기 아우터를 걸쳐주면 더욱 빛나는 코디에 쉽게 걸쳐입기 좋은 린넨 자켓이에요- 은은한 체크 패턴에 배색 슬리브로 단정함과 여성스러움이 연출되는 간절기용 jk이랍니다 :-) 베이직 슬림핏으로 데일리용으로 꼬-옥 소장 하시길 추천드릴게요!  ♥ DETAIL TIP 베이직 데일리용으로 너무나도 추천드리고 싶은 체크 jk이에요! 곧 자외선이 너무 강해져서 피부는 보호 해줄수록 좋은데 이런 통기성 좋고 퀄리티 좋은 베이직 슬림핏 아우터 어디가서도 쉽게 찾으실 수 없답니다:) 배색 슬리브로 롤업해서 입으시면 더욱 스타일이 빛나요- 세련된 라인감을 위해 아주아주 슬림한 어깨패드가 부착되어있어요! 유행없이 매년 입기 좋은 베이직 슬림 린넨함유 아우터 꼬-옥 추천드릴게요~♥  ♥ SIZE TIP S 사이즈로 준비되었습니다. ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다.  ──────────────────────── MATERIAL (혼용률) : COTTON 90% + LINEN 10% 두께 :중간, 비침 : 중간 신축 : 없음 , 안감 : 없음 세탁법 : 드라이 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"단정하고 여성스럽게 입기 좋은 데일리용 린넨 혼방 배색 소매 자켓,아이보리,M,드라이, 단독세탁","  ""단정하고 깔끔하게 입기 좋은 슬림핏 린넨 함유 7부 자켓-""  ♥ MD COMMENT 단독으로는 입기 부담스럽거나 간절기 아우터를 걸쳐주면 더욱 빛나는 코디에 쉽게 걸쳐입기 좋은 린넨 자켓이에요- 은은한 체크 패턴에 배색 슬리브로 단정함과 여성스러움이 연출되는 간절기용 jk이랍니다 :-) 베이직 슬림핏으로 데일리용으로 꼬-옥 소장 하시길 추천드릴게요!  ♥ DETAIL TIP 베이직 데일리용으로 너무나도 추천드리고 싶은 체크 jk이에요! 곧 자외선이 너무 강해져서 피부는 보호 해줄수록 좋은데 이런 통기성 좋고 퀄리티 좋은 베이직 슬림핏 아우터 어디가서도 쉽게 찾으실 수 없답니다:) 배색 슬리브로 롤업해서 입으시면 더욱 스타일이 빛나요- 세련된 라인감을 위해 아주아주 슬림한 어깨패드가 부착되어있어요! 유행없이 매년 입기 좋은 베이직 슬림 린넨함유 아우터 꼬-옥 추천드릴게요~♥  ♥ SIZE TIP M사이즈로 준비되었습니다. ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다.  ──────────────────────── MATERIAL (혼용률) : COTTON 90% + LINEN 10% 두께 :중간, 비침 : 중간 신축 : 없음 , 안감 : 없음 세탁법 : 드라이 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"단정하고 여성스럽게 입기 좋은 데일리용 린넨 혼방 배색 소매 자켓,화이트,M,드라이, 단독세탁","  ""단정하고 깔끔하게 입기 좋은 슬림핏 린넨 함유 7부 자켓-""  ♥ MD COMMENT 단독으로는 입기 부담스럽거나 간절기 아우터를 걸쳐주면 더욱 빛나는 코디에 쉽게 걸쳐입기 좋은 린넨 자켓이에요- 은은한 체크 패턴에 배색 슬리브로 단정함과 여성스러움이 연출되는 간절기용 jk이랍니다 :-) 베이직 슬림핏으로 데일리용으로 꼬-옥 소장 하시길 추천드릴게요!  ♥ DETAIL TIP 베이직 데일리용으로 너무나도 추천드리고 싶은 체크 jk이에요! 곧 자외선이 너무 강해져서 피부는 보호 해줄수록 좋은데 이런 통기성 좋고 퀄리티 좋은 베이직 슬림핏 아우터 어디가서도 쉽게 찾으실 수 없답니다:) 배색 슬리브로 롤업해서 입으시면 더욱 스타일이 빛나요- 세련된 라인감을 위해 아주아주 슬림한 어깨패드가 부착되어있어요! 유행없이 매년 입기 좋은 베이직 슬림 린넨함유 아우터 꼬-옥 추천드릴게요~♥  ♥ SIZE TIP M사이즈로 준비되었습니다. ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다.  ──────────────────────── MATERIAL (혼용률) : COTTON 90% + LINEN 10% 두께 :중간, 비침 : 중간 신축 : 없음 , 안감 : 없음 세탁법 : 드라이 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"단정하고 여성스럽게 입기 좋은 데일리용 린넨 혼방 배색 소매 자켓,블랙,M,드라이, 단독세탁","  ""단정하고 깔끔하게 입기 좋은 슬림핏 린넨 함유 7부 자켓-""  ♥ MD COMMENT 단독으로는 입기 부담스럽거나 간절기 아우터를 걸쳐주면 더욱 빛나는 코디에 쉽게 걸쳐입기 좋은 린넨 자켓이에요- 은은한 체크 패턴에 배색 슬리브로 단정함과 여성스러움이 연출되는 간절기용 jk이랍니다 :-) 베이직 슬림핏으로 데일리용으로 꼬-옥 소장 하시길 추천드릴게요!  ♥ DETAIL TIP 베이직 데일리용으로 너무나도 추천드리고 싶은 체크 jk이에요! 곧 자외선이 너무 강해져서 피부는 보호 해줄수록 좋은데 이런 통기성 좋고 퀄리티 좋은 베이직 슬림핏 아우터 어디가서도 쉽게 찾으실 수 없답니다:) 배색 슬리브로 롤업해서 입으시면 더욱 스타일이 빛나요- 세련된 라인감을 위해 아주아주 슬림한 어깨패드가 부착되어있어요! 유행없이 매년 입기 좋은 베이직 슬림 린넨함유 아우터 꼬-옥 추천드릴게요~♥  ♥ SIZE TIP M사이즈로 준비되었습니다. ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다.  ──────────────────────── MATERIAL (혼용률) : COTTON 90% + LINEN 10% 두께 :중간, 비침 : 중간 신축 : 없음 , 안감 : 없음 세탁법 : 드라이 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"단정하고 여성스럽게 입기 좋은 데일리용 린넨 혼방 배색 소매 자켓,그레이,M,드라이, 단독세탁","  ""단정하고 깔끔하게 입기 좋은 슬림핏 린넨 함유 7부 자켓-""  ♥ MD COMMENT 단독으로는 입기 부담스럽거나 간절기 아우터를 걸쳐주면 더욱 빛나는 코디에 쉽게 걸쳐입기 좋은 린넨 자켓이에요- 은은한 체크 패턴에 배색 슬리브로 단정함과 여성스러움이 연출되는 간절기용 jk이랍니다 :-) 베이직 슬림핏으로 데일리용으로 꼬-옥 소장 하시길 추천드릴게요!  ♥ DETAIL TIP 베이직 데일리용으로 너무나도 추천드리고 싶은 체크 jk이에요! 곧 자외선이 너무 강해져서 피부는 보호 해줄수록 좋은데 이런 통기성 좋고 퀄리티 좋은 베이직 슬림핏 아우터 어디가서도 쉽게 찾으실 수 없답니다:) 배색 슬리브로 롤업해서 입으시면 더욱 스타일이 빛나요- 세련된 라인감을 위해 아주아주 슬림한 어깨패드가 부착되어있어요! 유행없이 매년 입기 좋은 베이직 슬림 린넨함유 아우터 꼬-옥 추천드릴게요~♥  ♥ SIZE TIP M사이즈로 준비되었습니다. ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다.  ──────────────────────── MATERIAL (혼용률) : COTTON 90% + LINEN 10% 두께 :중간, 비침 : 중간 신축 : 없음 , 안감 : 없음 세탁법 : 드라이 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"단정하고 여성스럽게 입기 좋은 데일리용 린넨 혼방 배색 소매 자켓,아이보리,L,드라이, 단독세탁","  ""단정하고 깔끔하게 입기 좋은 슬림핏 린넨 함유 7부 자켓-""  ♥ MD COMMENT 단독으로는 입기 부담스럽거나 간절기 아우터를 걸쳐주면 더욱 빛나는 코디에 쉽게 걸쳐입기 좋은 린넨 자켓이에요- 은은한 체크 패턴에 배색 슬리브로 단정함과 여성스러움이 연출되는 간절기용 jk이랍니다 :-) 베이직 슬림핏으로 데일리용으로 꼬-옥 소장 하시길 추천드릴게요!  ♥ DETAIL TIP 베이직 데일리용으로 너무나도 추천드리고 싶은 체크 jk이에요! 곧 자외선이 너무 강해져서 피부는 보호 해줄수록 좋은데 이런 통기성 좋고 퀄리티 좋은 베이직 슬림핏 아우터 어디가서도 쉽게 찾으실 수 없답니다:) 배색 슬리브로 롤업해서 입으시면 더욱 스타일이 빛나요- 세련된 라인감을 위해 아주아주 슬림한 어깨패드가 부착되어있어요! 유행없이 매년 입기 좋은 베이직 슬림 린넨함유 아우터 꼬-옥 추천드릴게요~♥  ♥ SIZE TIP L사이즈로 준비되었습니다. ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다.  ──────────────────────── MATERIAL (혼용률) : COTTON 90% + LINEN 10% 두께 :중간, 비침 : 중간 신축 : 없음 , 안감 : 없음 세탁법 : 드라이 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"단정하고 여성스럽게 입기 좋은 데일리용 린넨 혼방 배색 소매 자켓,화이트,L,드라이, 단독세탁","  ""단정하고 깔끔하게 입기 좋은 슬림핏 린넨 함유 7부 자켓-""  ♥ MD COMMENT 단독으로는 입기 부담스럽거나 간절기 아우터를 걸쳐주면 더욱 빛나는 코디에 쉽게 걸쳐입기 좋은 린넨 자켓이에요- 은은한 체크 패턴에 배색 슬리브로 단정함과 여성스러움이 연출되는 간절기용 jk이랍니다 :-) 베이직 슬림핏으로 데일리용으로 꼬-옥 소장 하시길 추천드릴게요!  ♥ DETAIL TIP 베이직 데일리용으로 너무나도 추천드리고 싶은 체크 jk이에요! 곧 자외선이 너무 강해져서 피부는 보호 해줄수록 좋은데 이런 통기성 좋고 퀄리티 좋은 베이직 슬림핏 아우터 어디가서도 쉽게 찾으실 수 없답니다:) 배색 슬리브로 롤업해서 입으시면 더욱 스타일이 빛나요- 세련된 라인감을 위해 아주아주 슬림한 어깨패드가 부착되어있어요! 유행없이 매년 입기 좋은 베이직 슬림 린넨함유 아우터 꼬-옥 추천드릴게요~♥  ♥ SIZE TIP L사이즈로 준비되었습니다. ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다.  ──────────────────────── MATERIAL (혼용률) : COTTON 90% + LINEN 10% 두께 :중간, 비침 : 중간 신축 : 없음 , 안감 : 없음 세탁법 : 드라이 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
"단정하고 여성스럽게 입기 좋은 데일리용 린넨 혼방 배색 소매 자켓,블랙,L,드라이, 단독세탁","  ""단정하고 깔끔하게 입기 좋은 슬림핏 린넨 함유 7부 자켓-""  ♥ MD COMMENT 단독으로는 입기 부담스럽거나 간절기 아우터를 걸쳐주면 더욱 빛나는 코디에 쉽게 걸쳐입기 좋은 린넨 자켓이에요- 은은한 체크 패턴에 배색 슬리브로 단정함과 여성스러움이 연출되는 간절기용 jk이랍니다 :-) 베이직 슬림핏으로 데일리용으로 꼬-옥 소장 하시길 추천드릴게요!  ♥ DETAIL TIP 베이직 데일리용으로 너무나도 추천드리고 싶은 체크 jk이에요! 곧 자외선이 너무 강해져서 피부는 보호 해줄수록 좋은데 이런 통기성 좋고 퀄리티 좋은 베이직 슬림핏 아우터 어디가서도 쉽게 찾으실 수 없답니다:) 배색 슬리브로 롤업해서 입으시면 더욱 스타일이 빛나요- 세련된 라인감을 위해 아주아주 슬림한 어깨패드가 부착되어있어요! 유행없이 매년 입기 좋은 베이직 슬림 린넨함유 아우터 꼬-옥 추천드릴게요~♥  ♥ SIZE TIP L사이즈로 준비되었습니다. ★첫 세탁시 드라이 크리닝을 권해드리며 이후에는 단독세탁을 하셔도 무방하답니다.  ──────────────────────── MATERIAL (혼용률) : COTTON 90% + LINEN 10% 두께 :중간, 비침 : 중간 신축 : 없음 , 안감 : 없음 세탁법 : 드라이 세탁기금지 세탁건조기 사용불가 ────────────────────────   "
